Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0005649	FUN_006624-T1	FUN_003514-T1	FUN_005151-T1	FUN_006706-T1	FUN_008094-T1	FUN_009222-T1	FUN_007828-T1	FUN_001269-T1
OG0005650	FUN_006625-T1	FUN_003513-T1	FUN_005150-T1	FUN_006707-T1	FUN_008093-T1	FUN_009221-T1	FUN_007827-T1	FUN_001268-T1
OG0005651	FUN_006626-T1	FUN_003512-T1	FUN_005149-T1	FUN_006708-T1	FUN_008092-T1	FUN_009220-T1	FUN_007826-T1	FUN_001267-T1
OG0005652	FUN_006627-T1	FUN_003511-T1	FUN_005148-T1	FUN_006709-T1	FUN_008091-T1	FUN_009218-T1	FUN_007825-T1	FUN_001266-T1
OG0005653	FUN_006628-T1	FUN_003510-T1	FUN_005147-T1	FUN_006710-T1	FUN_008090-T1	FUN_009217-T1	FUN_007824-T1	FUN_001265-T1
OG0005654	FUN_006629-T1	FUN_003509-T1	FUN_005146-T1	FUN_006711-T1	FUN_007556-T1	FUN_008614-T1	FUN_003446-T1	FUN_001264-T1
OG0005655	FUN_006630-T1	FUN_003508-T1	FUN_005145-T1	FUN_006712-T1	FUN_007555-T1	FUN_008615-T1	FUN_003445-T1	FUN_001263-T1
OG0005656	FUN_006631-T1	FUN_003507-T1	FUN_005144-T1	FUN_006713-T1	FUN_007554-T1	FUN_008616-T1	FUN_003444-T1	FUN_001262-T1
OG0005657	FUN_006632-T1	FUN_003506-T1	FUN_005143-T1	FUN_006714-T1	FUN_007553-T1	FUN_008617-T1	FUN_003443-T1	FUN_001261-T1
OG0005658	FUN_006633-T1	FUN_003505-T1	FUN_005142-T1	FUN_006715-T1	FUN_007552-T1	FUN_008618-T1	FUN_003442-T1	FUN_001260-T1
OG0005659	FUN_006634-T1	FUN_003504-T1	FUN_005141-T1	FUN_006716-T1	FUN_007551-T1	FUN_008619-T1	FUN_003441-T1	FUN_001259-T1
OG0005660	FUN_006635-T1	FUN_003503-T1	FUN_005140-T1	FUN_006717-T1	FUN_005847-T1	FUN_008620-T1	FUN_003440-T1	FUN_001258-T1
OG0005661	FUN_006636-T1	FUN_003502-T1	FUN_005139-T1	FUN_006718-T1	FUN_005846-T1	FUN_008621-T1	FUN_003439-T1	FUN_001257-T1
OG0005662	FUN_006637-T1	FUN_003501-T1	FUN_005138-T1	FUN_006719-T1	FUN_005845-T1	FUN_004479-T1	FUN_003438-T1	FUN_001256-T1
OG0005663	FUN_006639-T1	FUN_003499-T1	FUN_005136-T1	FUN_006721-T1	FUN_005842-T1	FUN_004481-T1	FUN_003436-T1	FUN_001254-T1
OG0005664	FUN_006640-T1	FUN_003498-T1	FUN_005135-T1	FUN_006722-T1	FUN_005841-T1	FUN_004482-T1	FUN_003435-T1	FUN_001253-T1
OG0005665	FUN_006643-T1	FUN_003496-T1	FUN_005133-T1	FUN_006725-T1	FUN_005839-T1	FUN_004485-T1	FUN_003433-T1	FUN_001251-T1
OG0005666	FUN_006645-T1	FUN_003494-T1	FUN_005131-T1	FUN_006727-T1	FUN_002997-T1	FUN_004487-T1	FUN_008562-T1	FUN_001249-T1
OG0005667	FUN_006647-T1	FUN_003492-T1	FUN_005129-T1	FUN_006729-T1	FUN_002995-T1	FUN_004489-T1	FUN_008563-T1	FUN_001247-T1
OG0005668	FUN_006648-T1	FUN_003491-T1	FUN_005128-T1	FUN_006730-T1	FUN_002994-T1	FUN_004490-T1	FUN_008564-T1	FUN_001246-T1
OG0005669	FUN_006649-T1	FUN_003490-T1	FUN_005127-T1	FUN_006731-T1	FUN_002993-T1	FUN_004491-T1	FUN_005875-T1	FUN_001245-T1
OG0005670	FUN_006650-T1	FUN_003489-T1	FUN_005126-T1	FUN_006732-T1	FUN_002992-T1	FUN_004492-T1	FUN_005876-T1	FUN_001244-T1
OG0005671	FUN_006651-T1	FUN_003488-T1	FUN_005125-T1	FUN_006733-T1	FUN_002991-T1	FUN_004494-T1	FUN_005877-T1	FUN_001243-T1
OG0005672	FUN_006652-T1	FUN_003487-T1	FUN_005124-T1	FUN_006734-T1	FUN_002990-T1	FUN_004495-T1	FUN_005878-T1	FUN_001242-T1
OG0005673	FUN_006653-T1	FUN_003485-T1	FUN_005123-T1	FUN_006735-T1	FUN_002989-T1	FUN_004496-T1	FUN_002840-T1	FUN_001241-T1
OG0005674	FUN_006654-T1	FUN_003484-T1	FUN_005122-T1	FUN_006736-T1	FUN_002988-T1	FUN_005864-T1	FUN_002841-T1	FUN_001240-T1
OG0005675	FUN_006655-T1	FUN_003482-T1	FUN_005120-T1	FUN_006738-T1	FUN_002986-T1	FUN_005866-T1	FUN_002843-T1	FUN_001238-T1
OG0005676	FUN_006656-T1	FUN_003481-T1	FUN_005119-T1	FUN_006739-T1	FUN_002985-T1	FUN_005867-T1	FUN_002844-T1	FUN_001237-T1
OG0005677	FUN_006657-T1	FUN_003480-T1	FUN_005118-T1	FUN_006740-T1	FUN_005679-T1	FUN_005868-T1	FUN_002845-T1	FUN_001236-T1
OG0005678	FUN_006658-T1	FUN_003478-T1	FUN_005117-T1	FUN_006741-T1	FUN_005681-T1	FUN_005870-T1	FUN_002846-T1	FUN_001234-T1
OG0005679	FUN_006659-T1	FUN_003477-T1	FUN_005116-T1	FUN_006742-T1	FUN_005682-T1	FUN_005871-T1	FUN_002847-T1	FUN_001233-T1
OG0005680	FUN_006660-T1	FUN_003476-T1	FUN_005115-T1	FUN_006743-T1	FUN_005683-T1	FUN_005872-T1	FUN_002848-T1	FUN_001232-T1
OG0005681	FUN_006661-T1	FUN_003475-T1	FUN_005114-T1	FUN_006744-T1	FUN_005684-T1	FUN_005873-T1	FUN_002849-T1	FUN_001231-T1
OG0005682	FUN_006662-T1	FUN_003474-T1	FUN_005113-T1	FUN_006745-T1	FUN_005685-T1	FUN_005874-T1	FUN_002850-T1	FUN_001230-T1
OG0005683	FUN_006663-T1	FUN_003473-T1	FUN_005112-T1	FUN_006746-T1	FUN_005686-T1	FUN_005875-T1	FUN_002851-T1	FUN_001229-T1
OG0005684	FUN_006664-T1	FUN_003472-T1	FUN_005111-T1	FUN_006747-T1	FUN_005687-T1	FUN_005876-T1	FUN_002852-T1	FUN_001228-T1
OG0005685	FUN_006665-T1	FUN_003471-T1	FUN_005110-T1	FUN_006748-T1	FUN_005688-T1	FUN_005877-T1	FUN_002853-T1	FUN_001227-T1
OG0005686	FUN_006666-T1	FUN_003470-T1	FUN_005109-T1	FUN_006749-T1	FUN_005689-T1	FUN_005878-T1	FUN_002854-T1	FUN_001226-T1
OG0005687	FUN_006667-T1	FUN_003468-T1	FUN_005108-T1	FUN_006750-T1	FUN_005690-T1	FUN_005879-T1	FUN_002855-T1	FUN_001225-T1
OG0005688	FUN_006668-T1	FUN_003649-T1	FUN_005107-T1	FUN_006751-T1	FUN_005691-T1	FUN_005880-T1	FUN_002856-T1	FUN_001224-T1
OG0005689	FUN_006669-T1	FUN_003651-T1	FUN_005105-T1	FUN_006753-T1	FUN_006234-T1	FUN_008815-T1	FUN_006006-T1	FUN_001222-T1
OG0005690	FUN_006670-T1	FUN_003652-T1	FUN_005104-T1	FUN_006754-T1	FUN_006233-T1	FUN_008816-T1	FUN_006007-T1	FUN_001221-T1
OG0005691	FUN_006671-T1	FUN_003653-T1	FUN_005103-T1	FUN_006755-T1	FUN_006232-T1	FUN_008817-T1	FUN_006008-T1	FUN_001220-T1
OG0005692	FUN_006672-T1	FUN_003654-T1	FUN_005102-T1	FUN_006756-T1	FUN_006231-T1	FUN_008818-T1	FUN_006009-T1	FUN_001219-T1
OG0005693	FUN_006673-T1	FUN_003655-T1	FUN_005101-T1	FUN_006757-T1	FUN_006230-T1	FUN_008819-T1	FUN_006010-T1	FUN_001218-T1
OG0005694	FUN_006675-T1	FUN_003658-T1	FUN_005100-T1	FUN_006759-T1	FUN_006540-T1	FUN_006860-T1	FUN_007117-T1	FUN_001216-T1
OG0005695	FUN_006676-T1	FUN_003659-T1	FUN_005099-T1	FUN_006760-T1	FUN_006539-T1	FUN_006859-T1	FUN_007118-T1	FUN_001215-T1
OG0005696	FUN_006678-T1	FUN_003661-T1	FUN_005097-T1	FUN_006762-T1	FUN_006537-T1	FUN_006857-T1	FUN_007120-T1	FUN_001213-T1
OG0005697	FUN_006680-T1	FUN_003663-T1	FUN_005095-T1	FUN_006764-T1	FUN_006535-T1	FUN_006855-T1	FUN_007121-T1	FUN_001211-T1
OG0005698	FUN_006681-T1	FUN_003664-T1	FUN_005094-T1	FUN_006765-T1	FUN_005286-T1	FUN_006853-T1	FUN_008891-T1	FUN_001210-T1
OG0005699	FUN_006682-T1	FUN_003665-T1	FUN_005093-T1	FUN_006766-T1	FUN_005285-T1	FUN_006852-T1	FUN_007489-T1	FUN_001209-T1
OG0005700	FUN_006683-T1	FUN_003666-T1	FUN_005092-T1	FUN_006767-T1	FUN_005284-T1	FUN_006851-T1	FUN_007488-T1	FUN_001208-T1
OG0005701	FUN_006684-T1	FUN_003667-T1	FUN_005091-T1	FUN_006768-T1	FUN_005283-T1	FUN_006850-T1	FUN_007487-T1	FUN_001207-T1
OG0005702	FUN_006685-T1	FUN_003668-T1	FUN_005090-T1	FUN_006769-T1	FUN_005282-T1	FUN_006849-T1	FUN_007486-T1	FUN_001206-T1
OG0005703	FUN_006686-T1	FUN_003669-T1	FUN_005089-T1	FUN_006770-T1	FUN_005281-T1	FUN_009573-T1	FUN_009473-T1	FUN_001205-T1
OG0005704	FUN_006687-T1	FUN_003670-T1	FUN_009629-T1	FUN_006771-T1	FUN_005280-T1	FUN_009574-T1	FUN_009474-T1	FUN_001204-T1
OG0005705	FUN_006689-T1	FUN_003672-T1	FUN_009631-T1	FUN_006773-T1	FUN_005279-T1	FUN_009576-T1	FUN_004227-T1	FUN_001202-T1
OG0005706	FUN_006690-T1	FUN_003673-T1	FUN_005087-T1	FUN_006774-T1	FUN_005278-T1	FUN_009818-T1	FUN_004228-T1	FUN_001201-T1
OG0005707	FUN_006691-T1	FUN_003674-T1	FUN_005086-T1	FUN_006775-T1	FUN_005277-T1	FUN_009817-T1	FUN_004229-T1	FUN_001200-T1
OG0005708	FUN_006694-T1	FUN_003676-T1	FUN_005083-T1	FUN_006778-T1	FUN_007530-T1	FUN_008957-T1	FUN_004231-T1	FUN_001197-T1
OG0005709	FUN_006695-T1	FUN_003677-T1	FUN_005082-T1	FUN_006779-T1	FUN_007529-T1	FUN_008958-T1	FUN_004232-T1	FUN_001196-T1
OG0005710	FUN_006696-T1	FUN_003678-T1	FUN_005081-T1	FUN_006780-T1	FUN_007528-T1	FUN_008959-T1	FUN_004233-T1	FUN_001195-T1
OG0005711	FUN_006697-T1	FUN_003679-T1	FUN_005080-T1	FUN_006781-T1	FUN_007527-T1	FUN_008960-T1	FUN_004234-T1	FUN_001194-T1
OG0005712	FUN_006698-T1	FUN_003680-T1	FUN_005078-T1	FUN_006782-T1	FUN_009060-T1	FUN_009603-T1	FUN_004236-T1	FUN_001193-T1
OG0005713	FUN_006699-T1	FUN_005668-T1	FUN_005077-T1	FUN_006783-T1	FUN_006734-T1	FUN_007320-T1	FUN_005283-T1	FUN_001192-T1
OG0005714	FUN_006700-T1	FUN_005669-T1	FUN_005076-T1	FUN_006784-T1	FUN_006733-T1	FUN_007319-T1	FUN_005282-T1	FUN_001191-T1
OG0005715	FUN_006701-T1	FUN_005670-T1	FUN_005075-T1	FUN_006785-T1	FUN_006732-T1	FUN_007318-T1	FUN_005281-T1	FUN_001190-T1
OG0005716	FUN_006702-T1	FUN_005671-T1	FUN_005074-T1	FUN_006786-T1	FUN_006731-T1	FUN_007317-T1	FUN_005280-T1	FUN_001189-T1
OG0005717	FUN_006703-T1	FUN_005672-T1	FUN_005073-T1	FUN_006787-T1	FUN_006730-T1	FUN_007316-T1	FUN_005279-T1	FUN_001188-T1
OG0005718	FUN_006705-T1	FUN_005674-T1	FUN_005071-T1	FUN_006789-T1	FUN_006728-T1	FUN_007314-T1	FUN_005277-T1	FUN_001186-T1
OG0005719	FUN_006707-T1	FUN_005676-T1	FUN_005070-T1	FUN_006790-T1	FUN_008494-T1	FUN_007312-T1	FUN_005276-T1	FUN_001185-T1
OG0005720	FUN_006708-T1	FUN_005677-T1	FUN_005069-T1	FUN_006791-T1	FUN_008495-T1	FUN_007311-T1	FUN_005275-T1	FUN_001184-T1
OG0005721	FUN_006711-T1	FUN_005681-T1	FUN_005064-T1	FUN_006796-T1	FUN_007031-T1	FUN_006934-T1	FUN_003866-T1	FUN_001179-T1
OG0005722	FUN_006712-T1	FUN_005682-T1	FUN_005063-T1	FUN_006797-T1	FUN_007030-T1	FUN_006933-T1	FUN_003865-T1	FUN_001178-T1
OG0005723	FUN_006713-T1	FUN_005683-T1	FUN_005062-T1	FUN_006798-T1	FUN_007029-T1	FUN_006932-T1	FUN_003864-T1	FUN_001177-T1
OG0005724	FUN_006714-T1	FUN_005684-T1	FUN_005061-T1	FUN_006799-T1	FUN_007028-T1	FUN_006931-T1	FUN_003863-T1	FUN_001176-T1
OG0005725	FUN_006715-T1	FUN_005685-T1	FUN_005060-T1	FUN_006800-T1	FUN_007027-T1	FUN_006930-T1	FUN_003862-T1	FUN_001175-T1
OG0005726	FUN_006718-T1	FUN_005689-T1	FUN_005056-T1	FUN_006804-T1	FUN_007285-T1	FUN_006926-T1	FUN_003858-T1	FUN_001171-T1
OG0005727	FUN_006719-T1	FUN_005690-T1	FUN_005053-T1	FUN_006805-T1	FUN_007284-T1	FUN_006924-T1	FUN_003855-T1	FUN_001170-T1
OG0005728	FUN_006720-T1	FUN_005691-T1	FUN_005052-T1	FUN_009381-T1	FUN_007283-T1	FUN_006923-T1	FUN_003854-T1	FUN_001169-T1
OG0005729	FUN_006721-T1	FUN_009202-T1	FUN_005051-T1	FUN_009380-T1	FUN_008330-T1	FUN_009390-T1	FUN_008241-T1	FUN_001168-T1
OG0005730	FUN_006722-T1	FUN_007241-T1	FUN_009638-T1	FUN_009379-T1	FUN_008331-T1	FUN_009392-T1	FUN_008240-T1	FUN_001167-T1
OG0005731	FUN_006725-T1	FUN_007236-T1	FUN_005048-T1	FUN_009375-T1	FUN_007082-T1	FUN_006759-T1	FUN_009427-T1	FUN_001163-T1
OG0005732	FUN_006726-T1	FUN_007235-T1	FUN_005047-T1	FUN_009374-T1	FUN_007081-T1	FUN_006758-T1	FUN_009426-T1	FUN_001162-T1
OG0005733	FUN_006727-T1	FUN_007234-T1	FUN_005045-T1	FUN_009052-T1	FUN_007080-T1	FUN_006757-T1	FUN_007529-T1	FUN_001161-T1
OG0005734	FUN_006729-T1	FUN_007191-T1	FUN_005043-T1	FUN_009054-T1	FUN_008385-T1	FUN_006754-T1	FUN_007527-T1	FUN_001158-T1
OG0005735	FUN_006730-T1	FUN_007192-T1	FUN_005042-T1	FUN_009055-T1	FUN_008384-T1	FUN_006753-T1	FUN_008335-T1	FUN_001157-T1
OG0005736	FUN_006731-T1	FUN_007193-T1	FUN_005041-T1	FUN_009056-T1	FUN_008383-T1	FUN_006752-T1	FUN_008334-T1	FUN_001156-T1
OG0005737	FUN_006734-T1	FUN_007197-T1	FUN_005038-T1	FUN_009061-T1	FUN_006738-T1	FUN_007691-T1	FUN_007470-T1	FUN_001153-T1
OG0005738	FUN_006735-T1	FUN_007198-T1	FUN_005037-T1	FUN_009062-T1	FUN_006739-T1	FUN_007690-T1	FUN_007469-T1	FUN_001152-T1
OG0005739	FUN_006736-T1	FUN_007199-T1	FUN_005036-T1	FUN_009063-T1	FUN_006740-T1	FUN_007689-T1	FUN_007468-T1	FUN_001151-T1
OG0005740	FUN_006737-T1	FUN_007200-T1	FUN_005035-T1	FUN_009064-T1	FUN_006741-T1	FUN_007688-T1	FUN_007467-T1	FUN_001150-T1
OG0005741	FUN_006738-T1	FUN_007201-T1	FUN_005034-T1	FUN_009065-T1	FUN_006742-T1	FUN_007687-T1	FUN_007466-T1	FUN_001149-T1
OG0005742	FUN_006739-T1	FUN_007202-T1	FUN_005033-T1	FUN_009066-T1	FUN_008611-T1	FUN_007686-T1	FUN_007440-T1	FUN_001148-T1
OG0005743	FUN_006740-T1	FUN_007203-T1	FUN_005032-T1	FUN_009067-T1	FUN_008612-T1	FUN_007685-T1	FUN_007441-T1	FUN_001147-T1
OG0005744	FUN_006742-T1	FUN_007205-T1	FUN_005030-T1	FUN_009069-T1	FUN_009356-T1	FUN_007683-T1	FUN_007443-T1	FUN_001145-T1
OG0005745	FUN_006744-T1	FUN_007206-T1	FUN_005029-T1	FUN_009484-T1	FUN_007695-T1	FUN_003949-T1	FUN_007445-T1	FUN_001143-T1
OG0005746	FUN_006747-T1	FUN_008704-T1	FUN_005028-T1	FUN_003850-T1	FUN_007694-T1	FUN_003946-T1	FUN_001447-T1	FUN_001136-T1
OG0005747	FUN_006748-T1	FUN_008702-T1	FUN_005026-T1	FUN_003848-T1	FUN_007692-T1	FUN_003944-T1	FUN_001445-T1	FUN_001134-T1
OG0005748	FUN_006749-T1	FUN_008701-T1	FUN_005025-T1	FUN_003847-T1	FUN_007691-T1	FUN_003943-T1	FUN_001444-T1	FUN_001133-T1
OG0005749	FUN_006751-T1	FUN_006749-T1	FUN_005023-T1	FUN_003845-T1	FUN_008022-T1	FUN_008079-T1	FUN_001442-T1	FUN_001131-T1
OG0005750	FUN_006752-T1	FUN_006748-T1	FUN_005022-T1	FUN_003844-T1	FUN_008021-T1	FUN_008078-T1	FUN_001441-T1	FUN_001130-T1
OG0005751	FUN_006753-T1	FUN_006747-T1	FUN_005021-T1	FUN_003843-T1	FUN_008020-T1	FUN_008077-T1	FUN_001440-T1	FUN_001129-T1
OG0005752	FUN_006754-T1	FUN_006746-T1	FUN_005020-T1	FUN_003842-T1	FUN_008019-T1	FUN_008075-T1	FUN_001439-T1	FUN_001128-T1
OG0005753	FUN_006755-T1	FUN_006745-T1	FUN_005019-T1	FUN_003841-T1	FUN_008018-T1	FUN_008074-T1	FUN_001438-T1	FUN_001127-T1
OG0005754	FUN_006756-T1	FUN_006744-T1	FUN_005018-T1	FUN_003840-T1	FUN_008230-T1	FUN_008073-T1	FUN_001437-T1	FUN_001126-T1
OG0005755	FUN_006757-T1	FUN_006743-T1	FUN_005017-T1	FUN_003839-T1	FUN_008229-T1	FUN_008071-T1	FUN_001436-T1	FUN_001125-T1
OG0005756	FUN_006758-T1	FUN_006742-T1	FUN_005016-T1	FUN_003838-T1	FUN_008228-T1	FUN_008070-T1	FUN_001435-T1	FUN_001124-T1
OG0005757	FUN_006759-T1	FUN_006741-T1	FUN_005015-T1	FUN_003837-T1	FUN_009095-T1	FUN_007512-T1	FUN_001434-T1	FUN_001123-T1
OG0005758	FUN_006760-T1	FUN_006740-T1	FUN_005014-T1	FUN_003836-T1	FUN_005084-T1	FUN_007513-T1	FUN_001433-T1	FUN_001122-T1
OG0005759	FUN_006761-T1	FUN_006739-T1	FUN_005013-T1	FUN_003835-T1	FUN_005085-T1	FUN_007514-T1	FUN_001432-T1	FUN_001121-T1
OG0005760	FUN_006762-T1	FUN_006738-T1	FUN_005012-T1	FUN_003834-T1	FUN_005086-T1	FUN_007515-T1	FUN_001431-T1	FUN_001120-T1
OG0005761	FUN_006763-T1	FUN_006737-T1	FUN_005011-T1	FUN_003833-T1	FUN_005087-T1	FUN_007516-T1	FUN_001430-T1	FUN_001119-T1
OG0005762	FUN_006765-T1	FUN_006735-T1	FUN_005009-T1	FUN_003832-T1	FUN_005089-T1	FUN_007518-T1	FUN_001428-T1	FUN_001117-T1
OG0005763	FUN_006766-T1	FUN_006734-T1	FUN_005008-T1	FUN_003831-T1	FUN_005090-T1	FUN_007519-T1	FUN_001427-T1	FUN_001116-T1
OG0005764	FUN_006767-T1	FUN_006733-T1	FUN_005007-T1	FUN_003830-T1	FUN_005091-T1	FUN_007520-T1	FUN_001426-T1	FUN_001115-T1
OG0005765	FUN_006769-T1	FUN_006732-T1	FUN_005006-T1	FUN_003829-T1	FUN_005092-T1	FUN_007521-T1	FUN_001425-T1	FUN_001113-T1
OG0005766	FUN_006775-T1	FUN_007175-T1	FUN_008537-T1	FUN_003822-T1	FUN_004998-T1	FUN_001185-T1	FUN_007267-T1	FUN_001106-T1
OG0005767	FUN_006776-T1	FUN_007176-T1	FUN_009644-T1	FUN_003820-T1	FUN_004999-T1	FUN_001186-T1	FUN_007266-T1	FUN_001105-T1
OG0005768	FUN_006777-T1	FUN_007177-T1	FUN_008536-T1	FUN_003819-T1	FUN_005000-T1	FUN_001187-T1	FUN_007265-T1	FUN_001104-T1
OG0005769	FUN_006779-T1	FUN_007180-T1	FUN_008534-T1	FUN_003817-T1	FUN_005002-T1	FUN_001190-T1	FUN_008407-T1	FUN_001102-T1
OG0005770	FUN_006780-T1	FUN_007181-T1	FUN_008533-T1	FUN_003816-T1	FUN_005003-T1	FUN_001191-T1	FUN_008408-T1	FUN_001101-T1
OG0005771	FUN_006782-T1	FUN_007183-T1	FUN_008531-T1	FUN_003813-T1	FUN_006626-T1	FUN_001193-T1	FUN_000586-T1	FUN_001099-T1
OG0005772	FUN_006783-T1	FUN_007184-T1	FUN_008530-T1	FUN_003812-T1	FUN_006625-T1	FUN_001194-T1	FUN_000585-T1	FUN_001098-T1
OG0005773	FUN_006784-T1	FUN_007186-T1	FUN_008529-T1	FUN_003811-T1	FUN_006624-T1	FUN_001195-T1	FUN_000584-T1	FUN_001097-T1
OG0005774	FUN_006785-T1	FUN_007187-T1	FUN_008527-T1	FUN_003810-T1	FUN_006623-T1	FUN_001196-T1	FUN_000582-T1	FUN_001096-T1
OG0005775	FUN_006788-T1	FUN_007190-T1	FUN_008524-T1	FUN_003807-T1	FUN_006620-T1	FUN_001198-T1	FUN_000578-T1	FUN_008922-T1
OG0005776	FUN_006790-T1	FUN_005351-T1	FUN_008522-T1	FUN_003805-T1	FUN_003503-T1	FUN_001200-T1	FUN_000576-T1	FUN_008924-T1
OG0005777	FUN_006791-T1	FUN_005350-T1	FUN_008521-T1	FUN_003804-T1	FUN_003504-T1	FUN_001201-T1	FUN_000575-T1	FUN_008925-T1
OG0005778	FUN_006792-T1	FUN_005348-T1	FUN_008519-T1	FUN_003802-T1	FUN_003505-T1	FUN_001202-T1	FUN_000574-T1	FUN_008926-T1
OG0005779	FUN_006794-T1	FUN_005346-T1	FUN_008517-T1	FUN_003800-T1	FUN_003507-T1	FUN_001204-T1	FUN_000572-T1	FUN_008927-T1
OG0005780	FUN_006795-T1	FUN_005345-T1	FUN_008516-T1	FUN_003799-T1	FUN_003508-T1	FUN_001205-T1	FUN_000571-T1	FUN_008928-T1
OG0005781	FUN_006796-T1	FUN_005344-T1	FUN_008515-T1	FUN_003798-T1	FUN_003509-T1	FUN_001207-T1	FUN_000570-T1	FUN_008929-T1
OG0005782	FUN_006798-T1	FUN_005342-T1	FUN_008513-T1	FUN_003796-T1	FUN_003511-T1	FUN_001208-T1	FUN_000568-T1	FUN_008931-T1
OG0005783	FUN_006799-T1	FUN_005341-T1	FUN_008512-T1	FUN_003795-T1	FUN_003512-T1	FUN_001209-T1	FUN_000567-T1	FUN_008932-T1
OG0005784	FUN_006801-T1	FUN_005339-T1	FUN_008510-T1	FUN_003794-T1	FUN_003513-T1	FUN_001210-T1	FUN_000565-T1	FUN_008934-T1
OG0005785	FUN_006803-T1	FUN_005336-T1	FUN_008507-T1	FUN_003792-T1	FUN_003516-T1	FUN_001214-T1	FUN_000562-T1	FUN_008936-T1
OG0005786	FUN_006805-T1	FUN_005334-T1	FUN_008506-T1	FUN_003791-T1	FUN_002805-T1	FUN_001216-T1	FUN_000561-T1	FUN_008937-T1
OG0005787	FUN_006806-T1	FUN_005333-T1	FUN_008505-T1	FUN_003790-T1	FUN_002806-T1	FUN_001217-T1	FUN_000560-T1	FUN_008938-T1
OG0005788	FUN_006807-T1	FUN_005332-T1	FUN_008504-T1	FUN_003789-T1	FUN_002807-T1	FUN_001218-T1	FUN_000559-T1	FUN_008939-T1
OG0005789	FUN_006811-T1	FUN_005329-T1	FUN_008501-T1	FUN_003782-T1	FUN_002812-T1	FUN_008452-T1	FUN_000556-T1	FUN_008941-T1
OG0005790	FUN_006812-T1	FUN_005328-T1	FUN_008500-T1	FUN_003781-T1	FUN_002813-T1	FUN_008451-T1	FUN_000555-T1	FUN_008942-T1
OG0005791	FUN_006813-T1	FUN_005327-T1	FUN_008499-T1	FUN_003780-T1	FUN_002814-T1	FUN_008449-T1	FUN_000554-T1	FUN_008943-T1
OG0005792	FUN_006814-T1	FUN_005326-T1	FUN_008498-T1	FUN_003779-T1	FUN_002815-T1	FUN_008448-T1	FUN_000553-T1	FUN_008944-T1
OG0005793	FUN_006815-T1	FUN_005324-T1	FUN_008496-T1	FUN_003777-T1	FUN_002817-T1	FUN_009862-T1	FUN_008141-T1	FUN_008945-T1
OG0005794	FUN_006828-T1	FUN_005105-T1	FUN_006276-T1	FUN_007325-T1	FUN_003214-T1	FUN_009225-T1	FUN_008720-T1	FUN_008710-T1
OG0005795	FUN_006829-T1	FUN_005104-T1	FUN_006277-T1	FUN_007324-T1	FUN_003213-T1	FUN_009226-T1	FUN_008721-T1	FUN_008711-T1
OG0005796	FUN_006830-T1	FUN_005103-T1	FUN_006278-T1	FUN_007323-T1	FUN_003212-T1	FUN_009844-T1	FUN_008722-T1	FUN_008712-T1
OG0005797	FUN_006831-T1	FUN_005102-T1	FUN_006279-T1	FUN_007322-T1	FUN_007237-T1	FUN_009417-T1	FUN_008327-T1	FUN_008713-T1
OG0005798	FUN_006833-T1	FUN_005100-T1	FUN_006281-T1	FUN_007320-T1	FUN_007239-T1	FUN_004343-T1	FUN_001528-T1	FUN_008715-T1
OG0005799	FUN_006834-T1	FUN_005099-T1	FUN_006282-T1	FUN_007319-T1	FUN_007240-T1	FUN_004344-T1	FUN_001529-T1	FUN_008716-T1
OG0005800	FUN_006835-T1	FUN_005098-T1	FUN_006283-T1	FUN_007318-T1	FUN_002437-T1	FUN_004345-T1	FUN_001530-T1	FUN_008717-T1
OG0005801	FUN_006836-T1	FUN_005097-T1	FUN_006284-T1	FUN_007317-T1	FUN_002438-T1	FUN_004346-T1	FUN_001531-T1	FUN_008718-T1
OG0005802	FUN_006837-T1	FUN_005096-T1	FUN_006285-T1	FUN_007316-T1	FUN_002439-T1	FUN_004347-T1	FUN_001532-T1	FUN_008719-T1
OG0005803	FUN_006838-T1	FUN_005095-T1	FUN_006286-T1	FUN_007315-T1	FUN_002440-T1	FUN_004348-T1	FUN_001533-T1	FUN_008720-T1
OG0005804	FUN_006839-T1	FUN_005094-T1	FUN_006287-T1	FUN_007314-T1	FUN_002441-T1	FUN_004349-T1	FUN_001534-T1	FUN_008721-T1
OG0005805	FUN_006840-T1	FUN_005092-T1	FUN_006289-T1	FUN_007313-T1	FUN_002442-T1	FUN_004350-T1	FUN_001536-T1	FUN_008723-T1
OG0005806	FUN_006841-T1	FUN_005091-T1	FUN_006290-T1	FUN_007312-T1	FUN_002443-T1	FUN_004351-T1	FUN_001537-T1	FUN_008724-T1
OG0005807	FUN_006842-T1	FUN_007700-T1	FUN_006292-T1	FUN_007311-T1	FUN_002444-T1	FUN_004352-T1	FUN_001538-T1	FUN_008725-T1
OG0005808	FUN_006843-T1	FUN_007699-T1	FUN_006293-T1	FUN_007310-T1	FUN_002445-T1	FUN_004353-T1	FUN_001539-T1	FUN_008726-T1
OG0005809	FUN_006844-T1	FUN_007698-T1	FUN_006294-T1	FUN_007309-T1	FUN_002446-T1	FUN_004355-T1	FUN_001541-T1	FUN_008727-T1
